epoch,train_loss,val_loss,val_roc_auc_score
1,1.3434741520414166,0.49669915437698364,0.815090748735088
2,1.2843695245537103,0.47751107811927795,0.8265271782017359
3,1.2253010632945043,0.4865601062774658,0.8310646149561342
4,1.2519597027816025,0.42642197012901306,0.8312038713271132
5,1.2385040416437036,0.45268166065216064,0.8326834702687647
6,1.1955324402042464,0.46322399377822876,0.8375748502994012
7,1.2119072420924317,0.4402618110179901,0.8336930789583623
8,1.172115984617495,0.42851561307907104,0.8349057698556376
9,1.1684852766055687,0.41526079177856445,0.8236666202478763
10,1.212136097982818,0.48040980100631714,0.8341398598152533
11,1.2004398656826394,0.4206930994987488,0.8320045954602423
12,1.1367802243606717,0.43410438299179077,0.8347316993919139
13,1.1201487440688938,0.4092433750629425,0.8412245276888084
14,1.1258106601004507,0.43413904309272766,0.8411142830617833
15,1.1651431247299793,0.4055681824684143,0.8345518265793993
16,1.123888387633305,0.4450323283672333,0.8365942533537576
17,1.1125312071220548,0.43463751673698425,0.8323063175973634
18,1.1036318276442734,0.4513460695743561,0.8378185489486144
19,1.0920806763218898,0.4248867928981781,0.8318131179501461
20,1.0843563984422122,0.4341527819633484,0.8305772176577079
21,1.0964512098069283,0.4449448585510254,0.8310181961658079
22,1.077774085484299,0.45781365036964417,0.8282620804901825
23,1.0689013312844668,0.4332427680492401,0.8327008773151373
